relation	entity1	entity2	arg1	arg2	path
rel_332	Ent[ent_575]	Ent[ent_323]	Brownsville	Brooklyn	appos|->appos->neighborhood->nn->|nn
rel_332	Ent[ent_575]	Ent[ent_323]	Brownsville	Brooklyn	nn|<-nn<-project->prep->in->pobj->|pobj
rel_164	Ent[ent_575]	Ent[ent_1209]	Brownsville	Brooklyn	nn|<-nn<-neighborhood->prep->of->pobj->|pobj
rel_164	Ent[ent_575]	Ent[ent_1209]	Brownsville	Brooklyn	pobj|<-pobj<-in<-prep<-school->prep->in->pobj->|pobj
rel_164	Ent[ent_575]	Ent[ent_1209]	Brownsville	Brooklyn	nn|<-nn<-branch->prep->of->pobj->|pobj
rel_164	Ent[ent_575]	Ent[ent_1209]	Brownsville	Brooklyn	appos|->appos->neighborhood->prep->in->pobj->|pobj
rel_332	Ent[ent_575]	Ent[ent_323]	Brownsville	Brooklyn	pobj|<-pobj<-in<-prep<-grow->prep->in->pobj->|pobj
rel_27	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_144	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	appos|->appos->director->poss->|poss
rel_27	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	appos|->appos->spokeswoman->poss->|poss
rel_27	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	appos|->appos->adviser->prep->to->pobj->|pobj
rel_144	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	appos|->appos->manager->poss->|poss
rel_144	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	rcmod|->rcmod->director->prep->for->pobj->|pobj
rel_144	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	appos|<-appos<-today->appos->spokeswoman->prep->for->pobj->|pobj
rel_144	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	appos|<-appos<-spokeswoman<-nsubj<-say->dep->appropriate->dobj->charge->prep->against->pobj->|pobj
rel_144	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	appos|<-appos<-spokeswoman<-nsubj<-anger<-dep<-quiet->nsubj->|nsubj
rel_27	Ent[ent_1028]	Ent[ent_175]	Zenia Mucha	Mr. Pataki	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_144	Ent[ent_1029]	Ent[ent_1199]	Nancy Nielsen	The Times	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_399	Ent[ent_1029]	Ent[ent_1287]	Nancy Nielsen	The Times	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_144	Ent[ent_1029]	Ent[ent_1199]	Nancy Nielsen	The Times	appos|->appos->president->prep->for->pobj->communication->prep->for->pobj->|pobj
rel_27	Ent[ent_567]	Ent[ent_1020]	Ellen Borakove	Medical Examiner	appos|->appos->spokeswoman->prep->for->pobj->office->poss->|poss
rel_27	Ent[ent_567]	Ent[ent_1020]	Ellen Borakove	Medical Examiner	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_27	Ent[ent_567]	Ent[ent_1020]	Ellen Borakove	Medical Examiner	nsubj|<-nsubj<-say->partmod->speak->prep->for->pobj->office->poss->|poss
rel_27	Ent[ent_567]	Ent[ent_1020]	Ellen Borakove	Medical Examiner	appos|->appos->spokeswoman->prep->for->pobj->city->dep->|dep
rel_27	Ent[ent_567]	Ent[ent_1020]	Ellen Borakove	Medical Examiner	partmod|->partmod->speak->prep->for->pobj->office->poss->|poss
rel_27	Ent[ent_567]	Ent[ent_1020]	Ellen Borakove	Medical Examiner	nsubj|<-nsubj<-say->prep->in->pobj->rule->nsubj->|nsubj
rel_27	Ent[ent_567]	Ent[ent_1020]	Ellen Borakove	Medical Examiner	appos|->appos->spokeswoman->prep->for->pobj->officer->poss->|poss
rel_27	Ent[ent_567]	Ent[ent_1020]	Ellen Borakove	Medical Examiner	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_27	Ent[ent_567]	Ent[ent_1020]	Ellen Borakove	Medical Examiner	appos|->appos->director->prep->for->pobj->office->poss->|poss
rel_144	Ent[ent_324]	Ent[ent_372]	Susan Amlung	United Federation of Teachers	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_144	Ent[ent_324]	Ent[ent_372]	Susan Amlung	United Federation of Teachers	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_144	Ent[ent_324]	Ent[ent_372]	Susan Amlung	United Federation of Teachers	nsubj|<-nsubj<-say->nsubj->|nsubj
rel_144	Ent[ent_324]	Ent[ent_372]	Susan Amlung	United Federation of Teachers	appos|->appos->director->prep->of->pobj->communication->prep->of->pobj->|pobj
rel_144	Ent[ent_324]	Ent[ent_372]	Susan Amlung	United Federation of Teachers	appos|->appos->director->prep->for->pobj->|pobj
rel_27	Ent[ent_566]	Ent[ent_1021]	Margie Feinberg	Board of Education	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_27	Ent[ent_566]	Ent[ent_1021]	Margie Feinberg	Board of Education	appos|->appos->spokeswoman->dep->|dep
rel_27	Ent[ent_566]	Ent[ent_1021]	Margie Feinberg	Board of Education	appos|->appos->spokeswoman->prep->for->pobj->city->dep->|dep
rel_27	Ent[ent_566]	Ent[ent_1021]	Margie Feinberg	Board of Education	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_27	Ent[ent_566]	Ent[ent_1021]	Margie Feinberg	Board of Education	appos|<-appos<-response->appos->spokeswoman->dep->|dep
rel_27	Ent[ent_566]	Ent[ent_1021]	Margie Feinberg	Board of Education	appos|<-appos<-respect<-pobj<-with<-prep<-say->nsubj->spokeswoman->prep->for->pobj->|pobj
rel_110	Ent[ent_980]	Ent[ent_413]	Carol Abrams	Department of Housing Preservation and Development	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_208	Ent[ent_655]	Ent[ent_413]	Carol Abrams	Department of Housing Preservation and Development	appos|<-appos<-rally<-pobj<-about<-prep<-ask<-dep<-say->nsubj->spokeswoman->prep->for->pobj->|pobj
rel_27	Ent[ent_1022]	Ent[ent_161]	Ilyse Fink	Department of Buildings	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_27	Ent[ent_1022]	Ent[ent_161]	Ilyse Fink	Department of Buildings	appos|->appos->director->prep->for->pobj->|pobj
rel_27	Ent[ent_1022]	Ent[ent_161]	Ilyse Fink	Department of Buildings	dep|->dep->spokeswoman->prep->for->pobj->|pobj
rel_27	Ent[ent_1022]	Ent[ent_161]	Ilyse Fink	Department of Buildings	appos|->appos->spokeswoman->prep->in->pobj->|pobj
rel_27	Ent[ent_1022]	Ent[ent_161]	Ilyse Fink	Department of Buildings	appos|->appos->spokeswoman->prep->at->pobj->|pobj
rel_27	Ent[ent_1022]	Ent[ent_161]	Ilyse Fink	Department of Buildings	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_27	Ent[ent_1022]	Ent[ent_161]	Ilyse Fink	Department of Buildings	appos|->appos->director->prep->of->pobj->communication->prep->of->pobj->|pobj
rel_144	Ent[ent_542]	Ent[ent_382]	Marjorie Anders	Metro-North	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_192	Ent[ent_326]	Ent[ent_568]	Marjorie Anders	Metro-North	appos|->appos->spokeswoman->nn->|nn
rel_192	Ent[ent_326]	Ent[ent_568]	Marjorie Anders	Metro-North	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_27	Ent[ent_840]	Ent[ent_329]	Janel Patterson	Economic Development Corporation	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_192	Ent[ent_291]	Ent[ent_329]	Janel Patterson	Economic Development Corporation	rcmod|->rcmod->say->nsubj->spokeswoman->prep->for->pobj->|pobj
rel_27	Ent[ent_840]	Ent[ent_329]	Janel Patterson	Economic Development Corporation	appos|->appos->spokeswoman->nn->|nn
rel_192	Ent[ent_291]	Ent[ent_329]	Janel Patterson	Economic Development Corporation	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_27	Ent[ent_1024]	Ent[ent_328]	Patricia Lynch	Mr. Silver	appos|->appos->spokeswoman->prep->for->pobj->|pobj
rel_27	Ent[ent_1024]	Ent[ent_328]	Patricia Lynch	Mr. Silver	appos|->appos->spokeswoman->poss->|poss
rel_27	Ent[ent_1024]	Ent[ent_328]	Patricia Lynch	Mr. Silver	appos|->appos->secretary->poss->|poss
rel_27	Ent[ent_1024]	Ent[ent_328]	Patricia Lynch	Mr. Silver	appos|->appos->aide->prep->to->pobj->|pobj
rel_399	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	appos|->appos->executive->prep->of->pobj->|pobj
rel_28	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	appos|->appos->executive->poss->|poss
rel_28	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	appos|->appos->executive->nn->|nn
rel_399	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	appos|->appos->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	appos|->appos->founder->prep->of->pobj->|pobj
rel_399	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	appos|->appos->founder->poss->|poss
rel_28	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	appos|->appos->man->rcmod->build->dobj->|dobj
rel_399	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	appos|->appos->chief->prep->of->pobj->|pobj
rel_399	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	pobj|<-pobj<-of<-prep<-conviction->prep->for->pobj->role->prep->in->pobj->fraud->nn->|nn
rel_399	Ent[ent_1025]	Ent[ent_1026]	Bernard J. Ebbers	WorldCom	appos|->appos->head->prep->of->pobj->|pobj
rel_28	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	appos|->appos->executive->prep->of->pobj->|pobj
rel_399	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	appos|->appos->chairman->prep->of->pobj->|pobj
rel_28	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	appos|->appos->executive->nn->|nn
rel_28	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	nsubj|<-nsubj<-resign->prep->as->pobj->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	appos|->appos->head->prep->of->pobj->|pobj
rel_28	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	appos|->appos->executive->poss->|poss
rel_399	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	rcmod|->rcmod->resign->prep->as->pobj->executive->prep->of->pobj->|pobj
rel_28	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	rcmod|->rcmod->accuse->prep->from->pobj->|pobj
rel_399	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	pobj|<-pobj<-of<-prep<-trial->appos->executive->prep->at->pobj->|pobj
rel_28	Ent[ent_1027]	Ent[ent_581]	L. Dennis Kozlowski	Tyco International	pobj|<-pobj<-of<-prep<-tenure->dep->get->nsubj->executive->prep->of->pobj->|pobj
rel_399	Ent[ent_580]	Ent[ent_341]	Maurice R. Greenberg	American International Group	appos|->appos->executive->prep->of->pobj->|pobj
rel_399	Ent[ent_580]	Ent[ent_341]	Maurice R. Greenberg	American International Group	appos|->appos->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_580]	Ent[ent_341]	Maurice R. Greenberg	American International Group	appos|->appos->president->prep->of->pobj->|pobj
rel_0	Ent[ent_580]	Ent[ent_23]	Maurice R. Greenberg	American International Group	appos|->appos->executive->rcmod->build->dobj->|dobj
rel_399	Ent[ent_580]	Ent[ent_341]	Maurice R. Greenberg	American International Group	appos|->appos->chairman->nn->|nn
rel_399	Ent[ent_580]	Ent[ent_341]	Maurice R. Greenberg	American International Group	rcmod|->rcmod->oust->prep->as->pobj->chief->prep->of->pobj->|pobj
rel_399	Ent[ent_580]	Ent[ent_341]	Maurice R. Greenberg	American International Group	pobj|<-pobj<-to<-prep<-effort->appos->executive->prep->of->pobj->|pobj
rel_399	Ent[ent_580]	Ent[ent_341]	Maurice R. Greenberg	American International Group	pobj|<-pobj<-to->appos->executive->prep->of->pobj->|pobj
rel_399	Ent[ent_580]	Ent[ent_341]	Maurice R. Greenberg	American International Group	pobj|<-pobj<-of<-prep<-lead->prep->as->pobj->executive->prep->of->pobj->|pobj
rel_134	Ent[ent_968]	Ent[ent_341]	Maurice R. Greenberg	American International Group	pobj|<-pobj<-of<-prep<-error->appos->boss->prep->of->pobj->|pobj
rel_294	Ent[ent_583]	Ent[ent_340]	Richard M. Scrushy	HealthSouth	appos|->appos->executive->prep->of->pobj->|pobj
rel_399	Ent[ent_583]	Ent[ent_340]	Richard M. Scrushy	HealthSouth	appos|->appos->founder->prep->of->pobj->|pobj
rel_294	Ent[ent_583]	Ent[ent_340]	Richard M. Scrushy	HealthSouth	appos|->appos->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_583]	Ent[ent_340]	Richard M. Scrushy	HealthSouth	appos|->appos->executive->nn->|nn
rel_294	Ent[ent_583]	Ent[ent_340]	Richard M. Scrushy	HealthSouth	appos|->appos->chairman->poss->|poss
rel_399	Ent[ent_583]	Ent[ent_340]	Richard M. Scrushy	HealthSouth	appos|->appos->chief->prep->of->pobj->|pobj
rel_294	Ent[ent_583]	Ent[ent_340]	Richard M. Scrushy	HealthSouth	dobj|<-dobj<-portray->prep->as->pobj->piper->rcmod->point->prep->to->pobj->executive->nn->|nn
rel_294	Ent[ent_583]	Ent[ent_340]	Richard M. Scrushy	HealthSouth	appos|->appos->founder->poss->|poss
rel_330	Ent[ent_583]	Ent[ent_1190]	Richard M. Scrushy	HealthSouth	appos|->appos->founder->nn->|nn
rel_294	Ent[ent_583]	Ent[ent_340]	Richard M. Scrushy	HealthSouth	appos|->appos->executive->poss->|poss
rel_116	Ent[ent_1045]	Ent[ent_101]	Michael D. Eisner	Walt Disney Company	appos|->appos->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_582]	Ent[ent_101]	Michael D. Eisner	Walt Disney Company	appos|->appos->executive->prep->of->pobj->|pobj
rel_294	Ent[ent_582]	Ent[ent_22]	Michael D. Eisner	Walt Disney Company	appos|->appos->chairman->poss->|poss
rel_399	Ent[ent_582]	Ent[ent_101]	Michael D. Eisner	Walt Disney Company	poss|<-poss<-leadership->prep->of->pobj->|pobj
rel_296	Ent[ent_582]	Ent[ent_705]	Michael D. Eisner	Walt Disney Company	pobj|<-pobj<-like<-prep<-leader<-nsubj<-add->nsubj->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_582]	Ent[ent_101]	Michael D. Eisner	Walt Disney Company	appos|->appos->head->prep->of->pobj->|pobj
rel_399	Ent[ent_582]	Ent[ent_101]	Michael D. Eisner	Walt Disney Company	appos|<-appos<-boss->appos->chairman->prep->of->pobj->|pobj
rel_399	Ent[ent_582]	Ent[ent_101]	Michael D. Eisner	Walt Disney Company	rcmod|->rcmod->step->dobj->executive->prep->of->pobj->|pobj
rel_294	Ent[ent_582]	Ent[ent_22]	Michael D. Eisner	Walt Disney Company	rcmod|->rcmod->reign->prep->over->pobj->|pobj
rel_399	Ent[ent_582]	Ent[ent_101]	Michael D. Eisner	Walt Disney Company	prep|->prep->of->pobj->movie->nn->|nn
rel_399	Ent[ent_343]	Ent[ent_585]	Samuel D. Waksal	ImClone Systems	appos|->appos->executive->prep->of->pobj->|pobj
rel_399	Ent[ent_343]	Ent[ent_585]	Samuel D. Waksal	ImClone Systems	appos|->appos->founder->prep->of->pobj->|pobj
rel_399	Ent[ent_343]	Ent[ent_585]	Samuel D. Waksal	ImClone Systems	pobj|<-pobj<-of<-prep<-sale<-pobj<-in<-prep<-chief->appos->executive->prep->of->pobj->|pobj
rel_399	Ent[ent_343]	Ent[ent_585]	Samuel D. Waksal	ImClone Systems	appos|->appos->president->prep->of->pobj->|pobj
rel_330	Ent[ent_343]	Ent[ent_585]	Samuel D. Waksal	ImClone Systems	appos|->appos->founder->nn->|nn
rel_399	Ent[ent_343]	Ent[ent_585]	Samuel D. Waksal	ImClone Systems	appos|->appos->chief->prep->of->pobj->|pobj
rel_330	Ent[ent_343]	Ent[ent_585]	Samuel D. Waksal	ImClone Systems	appos|->appos->chief->nn->|nn
rel_294	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	appos|->appos->executive->prep->of->pobj->|pobj
rel_28	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	appos|->appos->chairwoman->prep->of->pobj->|pobj
rel_28	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	appos|->appos->executive->poss->|poss
rel_294	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	rcmod|->rcmod->join->dobj->|dobj
rel_294	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	nsubjpass|<-nsubjpass<-oust->prep->as->pobj->executive->prep->of->pobj->|pobj
rel_28	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	appos|->appos->executive->nn->|nn
rel_294	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	appos|->appos->chairman->prep->of->pobj->|pobj
rel_294	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	rcmod|->rcmod->recount->prep->as->pobj->executive->prep->of->pobj->|pobj
rel_28	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	rcmod|->rcmod->lose->prep->as->pobj->executive->prep->of->pobj->|pobj
rel_294	Ent[ent_100]	Ent[ent_1001]	Carleton S. Fiorina	Hewlett-Packard	rcmod|->rcmod->executive->prep->of->pobj->|pobj
rel_92	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	appos|->appos->executive->prep->of->pobj->|pobj
rel_28	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	appos|->appos->executive->nn->|nn
rel_28	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	appos|->appos->executive->poss->|poss
rel_92	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	appos|->appos->president->poss->|poss
rel_92	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	dep|->dep->president->poss->|poss
rel_92	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	appos|->appos->president->prep->of->pobj->|pobj
rel_28	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	rcmod|->rcmod->succeed->prep->as->pobj->executive->poss->|poss
rel_28	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	rcmod|->rcmod->executive->poss->|poss
rel_28	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	dep|->dep->executive->poss->|poss
rel_28	Ent[ent_342]	Ent[ent_1250]	Jeffrey K. Skilling	Enron	appos|<-appos<-co-defendant->appos->executive->nn->|nn
rel_399	Ent[ent_103]	Ent[ent_345]	Pamela Liebman	Corcoran Group	appos|->appos->executive->prep->of->pobj->|pobj
rel_399	Ent[ent_103]	Ent[ent_345]	Pamela Liebman	Corcoran Group	appos|->appos->president->prep->of->pobj->|pobj
rel_399	Ent[ent_103]	Ent[ent_345]	Pamela Liebman	Corcoran Group	appos|->appos->officer->prep->of->pobj->|pobj
rel_330	Ent[ent_103]	Ent[ent_345]	Pamela Liebman	Corcoran Group	appos|->appos->executive->prep->at->pobj->|pobj
rel_399	Ent[ent_103]	Ent[ent_345]	Pamela Liebman	Corcoran Group	appos|->appos->president->prep->with->pobj->|pobj
rel_330	Ent[ent_103]	Ent[ent_345]	Pamela Liebman	Corcoran Group	appos|->appos->partner->prep->at->pobj->|pobj
rel_399	Ent[ent_103]	Ent[ent_345]	Pamela Liebman	Corcoran Group	appos|->appos->partner->prep->of->pobj->|pobj
rel_330	Ent[ent_103]	Ent[ent_345]	Pamela Liebman	Corcoran Group	appos|->appos->partner->prep->of->pobj->office->prep->of->pobj->brokerage->nn->|nn
rel_28	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	appos|->appos->executive->prep->of->pobj->|pobj
rel_28	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	appos|->appos->executive->poss->|poss
rel_399	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	appos|->appos->chairman->prep->of->pobj->|pobj
rel_28	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	appos|->appos->officer->prep->of->pobj->|pobj
rel_28	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	appos|->appos->executive->nn->|nn
rel_399	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	nsubj|<-nsubj<-make->prep->as->pobj->executive->poss->|poss
rel_399	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	rcmod|->rcmod->replace->prep->as->pobj->executive->prep->of->pobj->|pobj
rel_28	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	rcmod|->rcmod->executive->poss->|poss
rel_399	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	nsubj|<-nsubj<-leave->dep->say->nsubj->executive->nn->|nn
rel_399	Ent[ent_587]	Ent[ent_102]	Richard D. Parsons	AOL Time Warner	nsubj|<-nsubj<-face->dobj->test->prep->as->pobj->executive->prep->of->pobj->|pobj
rel_188	Ent[ent_344]	Ent[ent_586]	Marlin Fitzwater	White House	appos|->appos->spokesman->nn->|nn
rel_188	Ent[ent_344]	Ent[ent_586]	Marlin Fitzwater	White House	appos|->appos->secretary->nn->|nn
rel_364	Ent[ent_344]	Ent[ent_229]	Marlin Fitzwater	White House	rcmod|->rcmod->secretary->nn->|nn
rel_188	Ent[ent_344]	Ent[ent_586]	Marlin Fitzwater	White House	rcmod|->rcmod->replace->prep->as->pobj->spokesman->nn->|nn
rel_188	Ent[ent_344]	Ent[ent_586]	Marlin Fitzwater	White House	pobj|<-pobj<-of<-prep<-appointment->prep->as->pobj->spokesman->nn->|nn
rel_188	Ent[ent_344]	Ent[ent_586]	Marlin Fitzwater	White House	partmod|->partmod->name->prep->as->pobj->spokesman->nn->|nn
rel_364	Ent[ent_344]	Ent[ent_229]	Marlin Fitzwater	White House	nsubj|<-nsubj<-enter->dobj->room->nn->|nn
rel_364	Ent[ent_344]	Ent[ent_229]	Marlin Fitzwater	White House	appos|<-appos<-tonight->appos->spokesman->nn->|nn
rel_188	Ent[ent_344]	Ent[ent_586]	Marlin Fitzwater	White House	appos|<-appos<-curvature->appos->spokesman->nn->|nn
rel_188	Ent[ent_344]	Ent[ent_586]	Marlin Fitzwater	White House	rcmod|->rcmod->serve->prep->as->pobj->spokesman->nn->|nn
rel_27	Ent[ent_1030]	Ent[ent_586]	Ari Fleischer	White House	appos|->appos->spokesman->nn->|nn
rel_27	Ent[ent_1030]	Ent[ent_227]	Ari Fleischer	White House	appos|->appos->secretary->nn->|nn
rel_27	Ent[ent_1030]	Ent[ent_227]	Ari Fleischer	White House	dep|->dep->spokesman->nn->|nn
rel_27	Ent[ent_1030]	Ent[ent_586]	Ari Fleischer	White House	dep|->dep->secretary->nn->|nn
rel_27	Ent[ent_1030]	Ent[ent_227]	Ari Fleischer	White House	appos|<-appos<-today->appos->secretary->nn->|nn
rel_27	Ent[ent_1030]	Ent[ent_586]	Ari Fleischer	White House	appos|->appos->secretary->rcmod->be->dobj->face->prep->of->pobj->|pobj
rel_27	Ent[ent_1030]	Ent[ent_586]	Ari Fleischer	White House	rcmod|->rcmod->spend->prep->as->pobj->secretary->nn->|nn
rel_27	Ent[ent_1030]	Ent[ent_227]	Ari Fleischer	White House	rcmod|->rcmod->have->dobj->task->prep->of->pobj->spinning->prep->with->pobj->corps->nn->|nn
rel_364	Ent[ent_1030]	Ent[ent_229]	Ari Fleischer	White House	rcmod|->rcmod->face->prep->of->pobj->|pobj
rel_27	Ent[ent_1030]	Ent[ent_586]	Ari Fleischer	White House	poss|<-poss<-job->dep->sweetie->dep->secretary->nn->|nn
rel_27	Ent[ent_1039]	Ent[ent_227]	Scott McClellan	White House	appos|->appos->spokesman->nn->|nn
rel_27	Ent[ent_1039]	Ent[ent_227]	Scott McClellan	White House	appos|->appos->secretary->nn->|nn
rel_27	Ent[ent_1039]	Ent[ent_227]	Scott McClellan	White House	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_335	Ent[ent_1039]	Ent[ent_586]	Scott McClellan	White House	dep|->dep->secretary->nn->|nn
rel_335	Ent[ent_1039]	Ent[ent_586]	Scott McClellan	White House	appos|<-appos<-thursday->appos->secretary->nn->|nn
rel_26	Ent[ent_1039]	Ent[ent_873]	Scott McClellan	White House	rcmod|->rcmod->acknowledge->nsubj->spokesman->nn->|nn
rel_335	Ent[ent_1039]	Ent[ent_586]	Scott McClellan	White House	prep|->prep->into->pobj->room->nn->|nn
rel_27	Ent[ent_1039]	Ent[ent_227]	Scott McClellan	White House	nsubj|<-nsubj<-use->prep->over->pobj->course->prep->of->pobj->briefing->nn->|nn
rel_335	Ent[ent_1039]	Ent[ent_586]	Scott McClellan	White House	nsubj|<-nsubj<-tell->dobj->corps->nn->|nn
rel_335	Ent[ent_1039]	Ent[ent_586]	Scott McClellan	White House	nsubj|<-nsubj<-secretary->nn->|nn
rel_27	Ent[ent_336]	Ent[ent_536]	Richard A. Boucher	State Department	appos|->appos->spokesman->nn->|nn
rel_27	Ent[ent_336]	Ent[ent_536]	Richard A. Boucher	State Department	appos|->appos->spokesman->prep->at->pobj->|pobj
rel_27	Ent[ent_336]	Ent[ent_536]	Richard A. Boucher	State Department	appos|->appos->spokesman->prep->for->pobj->|pobj
rel_0	Ent[ent_336]	Ent[ent_1227]	Richard A. Boucher	State Department	appos|<-appos<-spokesman<-nsubj<-say->prep->at->pobj->briefing->nn->|nn
rel_27	Ent[ent_336]	Ent[ent_536]	Richard A. Boucher	State Department	nsubj|<-nsubj<-say->prep->at->pobj->briefing->poss->|poss
rel_294	Ent[ent_336]	Ent[ent_716]	Richard A. Boucher	State Department	appos|->appos->spokesman->prep->of->pobj->|pobj
rel_27	Ent[ent_336]	Ent[ent_536]	Richard A. Boucher	State Department	appos|->appos->spokesman->poss->|poss
rel_0	Ent[ent_336]	Ent[ent_1227]	Richard A. Boucher	State Department	appos|->appos->spokesman->nn->|nné_Bustani_,_the_organization_'s_director_general_,_a_Brazilian_,_accusing_him_of_''_mismanagement_''_of_the_145-member_organization_,_''_ill-considered_initiatives_''_and_the_''_demoralization_''_of_its_technical_staff_._'' lex#,_the pos#,_DT rc#spokesman_,
rel_0	Ent[ent_336]	Ent[ent_1227]	Richard A. Boucher	State Department	appos|<-appos<-goal->appos->spokesman->nn->|nn
rel_168	Ent[ent_578]	Ent[ent_586]	Michael D. McCurry	White House	appos|->appos->secretary->nn->|nn
rel_27	Ent[ent_578]	Ent[ent_227]	Michael D. McCurry	White House	appos|->appos->spokesman->nn->|nn
rel_168	Ent[ent_578]	Ent[ent_586]	Michael D. McCurry	White House	nsubj|<-nsubj<-draw->prep->from->pobj->corps->nn->|nn
